Cross,Replicate,Mother_strain,Father_strain,Treatment,Block,Generation,Female_offspring,Male_offspring,Pre_window_female_offspring,Pre_window_male_offspring,Count_conditions
10,4,P4_3xp_female,P2_UBI_female,Female,1,13,0,0,0,0,Normal
10,5,P4_3xp_female,P2_UBI_female,Female,1,13,0,0,0,0,Normal
10,6,P4_3xp_female,P2_UBI_female,Female,1,13,0,0,0,0,Normal
11,1,P3_3xp_female,P4_3xp_female,Female,1,13,0,0,0,0,Normal
11,3,P3_3xp_female,P4_3xp_female,Female,1,13,0,0,0,0,Normal
11,4,P3_3xp_female,P4_3xp_female,Female,1,13,0,0,0,0,Normal
11,5,P3_3xp_female,P4_3xp_female,Female,1,13,0,0,0,0,Normal
11,7,P3_3xp_female,P4_3xp_female,Female,1,13,0,0,0,0,Normal
12,6,P4_3xp_female,P3_3xp_female,Female,1,13,0,0,0,0,Normal
12,7,P4_3xp_female,P3_3xp_female,Female,1,13,0,0,0,0,Normal
12,8,P4_3xp_female,P3_3xp_female,Female,1,13,0,0,0,0,Normal
12,9,P4_3xp_female,P3_3xp_female,Female,1,13,16,28,0,0,Normal
13,1,P1_3xp_male,P2_3xp_male,Male,1,13,30,46,3,3,Normal
13,2,P1_3xp_male,P2_3xp_male,Male,1,13,0,0,0,0,Normal
13,4,P1_3xp_male,P2_3xp_male,Male,1,13,0,0,0,0,Normal
13,5,P1_3xp_male,P2_3xp_male,Male,1,13,0,0,0,0,Normal
14,2,P2_3xp_male,P1_3xp_male,Male,1,13,0,0,0,0,Normal
14,3,P2_3xp_male,P1_3xp_male,Male,1,13,29,32,1,5,Normal
14,5,P2_3xp_male,P1_3xp_male,Male,1,13,13,15,3,7,Normal
14,6,P2_3xp_male,P1_3xp_male,Male,1,13,0,0,0,0,Normal
14,7,P2_3xp_male,P1_3xp_male,Male,1,13,0,0,0,0,Normal
15,1,P1_3xp_male,P3_UBI_male,Male,1,13,0,0,0,0,Normal
15,2,P1_3xp_male,P3_UBI_male,Male,1,13,0,0,0,0,Normal
15,3,P1_3xp_male,P3_UBI_male,Male,1,13,16,21,0,0,Normal
15,4,P1_3xp_male,P3_UBI_male,Male,1,13,0,0,0,0,Normal
15,5,P1_3xp_male,P3_UBI_male,Male,1,13,0,0,0,0,Normal
16,1,P3_UBI_male,P1_3xp_male,Male,1,13,0,0,0,0,Normal
16,2,P3_UBI_male,P1_3xp_male,Male,1,13,0,0,0,0,Normal
16,3,P3_UBI_male,P1_3xp_male,Male,1,13,0,0,0,0,Normal
16,4,P3_UBI_male,P1_3xp_male,Male,1,13,0,0,0,0,Normal
16,5,P3_UBI_male,P1_3xp_male,Male,1,13,0,0,0,0,Normal
16,7,P3_UBI_male,P1_3xp_male,Male,1,13,0,0,0,0,Normal
17,1,P1_3xp_male,P4_UBI_male,Male,1,13,0,0,0,0,Normal
17,3,P1_3xp_male,P4_UBI_male,Male,1,13,0,0,0,0,Normal
17,4,P1_3xp_male,P4_UBI_male,Male,1,13,0,0,0,0,Normal
17,5,P1_3xp_male,P4_UBI_male,Male,1,13,0,0,0,0,Normal
17,6,P1_3xp_male,P4_UBI_male,Male,1,13,0,0,0,0,Normal
18,2,P4_UBI_male,P1_3xp_male,Male,1,13,0,0,0,0,Normal
18,3,P4_UBI_male,P1_3xp_male,Male,1,13,0,0,0,0,Normal
18,4,P4_UBI_male,P1_3xp_male,Male,1,13,0,0,0,0,Normal
18,6,P4_UBI_male,P1_3xp_male,Male,1,13,0,0,0,0,Normal
18,7,P4_UBI_male,P1_3xp_male,Male,1,13,0,0,0,0,Normal
19,1,P2_3xp_male,P3_UBI_male,Male,1,13,16,23,6,7,Normal
19,3,P2_3xp_male,P3_UBI_male,Male,1,13,0,0,0,0,Normal
19,5,P2_3xp_male,P3_UBI_male,Male,1,13,0,0,0,0,Normal
19,6,P2_3xp_male,P3_UBI_male,Male,1,13,0,0,0,0,Normal
19,8,P2_3xp_male,P3_UBI_male,Male,1,13,0,0,0,0,Normal
20,2,P3_UBI_male,P2_3xp_male,Male,1,13,0,0,0,0,Normal
20,4,P3_UBI_male,P2_3xp_male,Male,1,13,0,0,0,0,Normal
20,5,P3_UBI_male,P2_3xp_male,Male,1,13,0,0,0,0,Normal
20,6,P3_UBI_male,P2_3xp_male,Male,1,13,0,0,0,0,Normal
20,7,P3_UBI_male,P2_3xp_male,Male,1,13,0,0,0,0,Normal
21,1,P2_3xp_male,P4_UBI_male,Male,1,13,0,0,0,0,Normal
21,2,P2_3xp_male,P4_UBI_male,Male,1,13,0,0,0,0,Normal
21,3,P2_3xp_male,P4_UBI_male,Male,1,13,0,0,0,0,Normal
21,5,P2_3xp_male,P4_UBI_male,Male,1,13,0,0,0,0,Normal
21,7,P2_3xp_male,P4_UBI_male,Male,1,13,0,0,0,0,Normal
22,3,P4_UBI_male,P2_3xp_male,Male,1,13,0,0,0,0,Normal
22,6,P4_UBI_male,P2_3xp_male,Male,1,13,11,15,0,0,Normal
22,8,P4_UBI_male,P2_3xp_male,Male,1,13,0,0,0,0,Normal
22,9,P4_UBI_male,P2_3xp_male,Male,1,13,0,0,0,0,Normal
23,1,P3_UBI_male,P4_UBI_male,Male,1,13,0,0,0,0,Normal
23,2,P3_UBI_male,P4_UBI_male,Male,1,13,0,0,0,0,Normal
23,3,P3_UBI_male,P4_UBI_male,Male,1,13,0,0,0,0,Normal
23,4,P3_UBI_male,P4_UBI_male,Male,1,13,0,0,0,0,Normal
23,5,P3_UBI_male,P4_UBI_male,Male,1,13,0,0,0,0,Normal
24,1,P4_UBI_male,P3_UBI_male,Male,1,13,0,0,0,0,Normal
24,2,P4_UBI_male,P3_UBI_male,Male,1,13,0,0,0,0,Normal
24,4,P4_UBI_male,P3_UBI_male,Male,1,13,0,0,0,0,Normal
24,6,P4_UBI_male,P3_UBI_male,Male,1,13,0,0,0,0,Normal
24,8,P4_UBI_male,P3_UBI_male,Male,1,13,NA,NA,NA,NA,Normal
25,1,P5,P6,Control,1,13,0,0,0,0,Normal
25,3,P5,P6,Control,1,13,0,0,0,0,Normal
25,4,P5,P6,Control,1,13,0,0,0,0,Normal
25,5,P5,P6,Control,1,13,0,0,0,0,Normal
25,6,P5,P6,Control,1,13,0,0,0,0,Normal
26,2,P6,P5,Control,1,13,0,0,0,0,Normal
26,6,P6,P5,Control,1,13,0,0,0,0,Normal
26,8,P6,P5,Control,1,13,0,0,0,0,Normal
26,9,P6,P5,Control,1,13,0,0,0,0,Normal
26,10,P6,P5,Control,1,13,0,0,0,0,Normal
27,2,P5,P7,Control,1,13,0,0,0,0,Normal
27,3,P5,P7,Control,1,13,0,0,0,0,Normal
27,4,P5,P7,Control,1,13,0,0,0,0,Normal
27,5,P5,P7,Control,1,13,0,0,0,0,Normal
27,6,P5,P7,Control,1,13,0,0,0,0,Normal
28,1,P7,P5,Control,1,13,0,0,0,0,Normal
28,2,P7,P5,Control,1,13,20,27,5,3,Normal
28,4,P7,P5,Control,1,13,0,0,0,0,Normal
28,5,P7,P5,Control,1,13,0,0,0,0,Normal
28,6,P7,P5,Control,1,13,26,34,1,0,Normal
29,1,P5,P8,Control,1,13,0,0,0,0,Normal
29,3,P5,P8,Control,1,13,0,0,0,0,Normal
29,4,P5,P8,Control,1,13,0,0,0,0,Normal
29,5,P5,P8,Control,1,13,0,0,0,0,Normal
29,7,P5,P8,Control,1,13,0,0,0,0,Normal
30,1,P8,P5,Control,1,13,0,0,0,0,Normal
30,3,P8,P5,Control,1,13,0,0,0,0,Normal
30,4,P8,P5,Control,1,13,0,0,0,0,Normal
30,6,P8,P5,Control,1,13,0,0,0,0,Normal
30,7,P8,P5,Control,1,13,0,0,0,0,Normal
31,4,P6,P7,Control,1,13,0,0,0,0,Normal
31,5,P6,P7,Control,1,13,0,0,0,0,Normal
31,6,P6,P7,Control,1,13,0,0,0,0,Normal
31,7,P6,P7,Control,1,13,0,0,0,0,Normal
31,8,P6,P7,Control,1,13,0,0,0,0,Normal
32,2,P7,P6,Control,1,13,0,0,0,0,Normal
32,3,P7,P6,Control,1,13,0,0,0,0,Normal
32,4,P7,P6,Control,1,13,0,0,0,0,Normal
32,5,P7,P6,Control,1,13,0,0,0,0,Normal
32,6,P7,P6,Control,1,13,0,0,0,0,Normal
33,4,P6,P8,Control,1,13,0,0,0,0,Normal
33,5,P6,P8,Control,1,13,0,0,0,0,Normal
33,7,P6,P8,Control,1,13,0,0,0,0,Normal
33,8,P6,P8,Control,1,13,0,0,0,0,Normal
34,1,P8,P6,Control,1,13,0,0,0,0,Normal
34,2,P8,P6,Control,1,13,0,0,0,0,Normal
34,3,P8,P6,Control,1,13,0,0,0,0,Normal
34,5,P8,P6,Control,1,13,0,0,0,0,Normal
34,6,P8,P6,Control,1,13,0,0,0,0,Normal
35,1,P7,P8,Control,1,13,0,0,0,0,Normal
35,2,P7,P8,Control,1,13,0,0,0,0,Normal
35,3,P7,P8,Control,1,13,0,0,0,0,Normal
35,4,P7,P8,Control,1,13,0,0,0,0,Normal
35,5,P7,P8,Control,1,13,0,0,0,0,Normal
36,1,P8,P7,Control,1,13,0,0,0,0,Normal
36,2,P8,P7,Control,1,13,0,0,0,0,Normal
36,3,P8,P7,Control,1,13,0,0,0,0,Normal
36,4,P8,P7,Control,1,13,0,0,0,0,Normal
36,5,P8,P7,Control,1,13,0,0,0,0,Normal
1,1,P1_UBI_female,P2_UBI_female,Female,1,14,0,0,0,0,Normal
1,4,P1_UBI_female,P2_UBI_female,Female,1,14,0,0,0,0,Normal
1,5,P1_UBI_female,P2_UBI_female,Female,1,14,NA,NA,NA,NA,Normal
1,6,P1_UBI_female,P2_UBI_female,Female,1,14,0,0,0,0,Normal
1,8,P1_UBI_female,P2_UBI_female,Female,1,14,0,0,0,0,Normal
2,1,P2_UBI_female,P1_UBI_female,Female,1,14,0,0,0,0,Normal
2,3,P2_UBI_female,P1_UBI_female,Female,1,14,0,0,0,0,Normal
2,5,P2_UBI_female,P1_UBI_female,Female,1,14,0,0,0,0,Normal
2,6,P2_UBI_female,P1_UBI_female,Female,1,14,NA,NA,NA,NA,Normal
2,7,P2_UBI_female,P1_UBI_female,Female,1,14,0,0,0,0,Normal
2,8,P2_UBI_female,P1_UBI_female,Female,1,14,0,0,0,0,Normal
2,10,P2_UBI_female,P1_UBI_female,Female,1,14,0,0,0,0,Normal
3,3,P1_UBI_female,P3_3xp_female,Female,1,14,0,0,0,0,Normal
3,5,P1_UBI_female,P3_3xp_female,Female,1,14,0,0,0,0,Normal
3,6,P1_UBI_female,P3_3xp_female,Female,1,14,0,0,0,0,Normal
3,7,P1_UBI_female,P3_3xp_female,Female,1,14,0,0,0,0,Normal
3,8,P1_UBI_female,P3_3xp_female,Female,1,14,0,0,0,0,Normal
3,10,P1_UBI_female,P3_3xp_female,Female,1,14,0,0,0,0,Normal
4,1,P3_3xp_female,P1_UBI_female,Female,1,14,0,0,0,0,Normal
4,2,P3_3xp_female,P1_UBI_female,Female,1,14,0,0,0,0,Normal
4,7,P3_3xp_female,P1_UBI_female,Female,1,14,0,0,0,0,Normal
4,9,P3_3xp_female,P1_UBI_female,Female,1,14,0,0,0,0,Normal
5,2,P1_UBI_female,P4_3xp_female,Female,1,14,24,22,4,3,Normal
5,3,P1_UBI_female,P4_3xp_female,Female,1,14,0,0,0,0,Normal
5,4,P1_UBI_female,P4_3xp_female,Female,1,14,0,0,0,0,Normal
5,5,P1_UBI_female,P4_3xp_female,Female,1,14,0,0,0,0,Normal
5,7,P1_UBI_female,P4_3xp_female,Female,1,14,0,0,0,0,Normal
6,1,P4_3xp_female,P1_UBI_female,Female,1,14,0,0,0,0,Normal
6,6,P4_3xp_female,P1_UBI_female,Female,1,14,0,0,0,0,Normal
6,7,P4_3xp_female,P1_UBI_female,Female,1,14,0,0,0,0,Normal
6,9,P4_3xp_female,P1_UBI_female,Female,1,14,13,22,14,14,Normal
6,10,P4_3xp_female,P1_UBI_female,Female,1,14,0,0,0,0,Normal
7,3,P2_UBI_female,P3_3xp_female,Female,1,14,0,0,0,0,Normal
7,4,P2_UBI_female,P3_3xp_female,Female,1,14,0,0,0,0,Normal
7,5,P2_UBI_female,P3_3xp_female,Female,1,14,0,0,0,0,Normal
7,6,P2_UBI_female,P3_3xp_female,Female,1,14,0,0,0,0,Normal
7,8,P2_UBI_female,P3_3xp_female,Female,1,14,0,0,0,0,Normal
8,3,P3_3xp_female,P2_UBI_female,Female,1,14,0,0,0,0,Normal
8,4,P3_3xp_female,P2_UBI_female,Female,1,14,0,0,0,0,Normal
8,7,P3_3xp_female,P2_UBI_female,Female,1,14,0,0,0,0,Normal
8,10,P3_3xp_female,P2_UBI_female,Female,1,14,0,0,0,0,Normal
9,1,P2_UBI_female,P4_3xp_female,Female,1,14,0,0,0,0,Normal
9,2,P2_UBI_female,P4_3xp_female,Female,1,14,0,0,0,0,Normal
9,4,P2_UBI_female,P4_3xp_female,Female,1,14,0,0,0,0,Normal
9,5,P2_UBI_female,P4_3xp_female,Female,1,14,0,0,0,0,Normal
9,6,P2_UBI_female,P4_3xp_female,Female,1,14,0,0,0,0,Normal
10,2,P4_3xp_female,P2_UBI_female,Female,1,14,0,0,0,0,Normal
10,3,P4_3xp_female,P2_UBI_female,Female,1,14,0,0,0,0,Normal
10,4,P4_3xp_female,P2_UBI_female,Female,1,14,0,0,0,0,Normal
10,5,P4_3xp_female,P2_UBI_female,Female,1,14,0,0,0,0,Normal
10,6,P4_3xp_female,P2_UBI_female,Female,1,14,0,0,0,0,Normal
11,1,P3_3xp_female,P4_3xp_female,Female,1,14,0,0,0,0,Normal
11,3,P3_3xp_female,P4_3xp_female,Female,1,14,0,0,0,0,Normal
11,4,P3_3xp_female,P4_3xp_female,Female,1,14,0,0,0,0,Normal
11,5,P3_3xp_female,P4_3xp_female,Female,1,14,0,0,0,0,Normal
11,7,P3_3xp_female,P4_3xp_female,Female,1,14,0,0,0,0,Normal
12,6,P4_3xp_female,P3_3xp_female,Female,1,14,0,0,0,0,Normal
12,7,P4_3xp_female,P3_3xp_female,Female,1,14,0,0,0,0,Normal
12,8,P4_3xp_female,P3_3xp_female,Female,1,14,0,0,0,0,Normal
12,9,P4_3xp_female,P3_3xp_female,Female,1,14,26,19,0,0,Normal
13,1,P1_3xp_male,P2_3xp_male,Male,1,14,29,30,4,0,Normal
13,2,P1_3xp_male,P2_3xp_male,Male,1,14,0,0,0,0,Normal
13,4,P1_3xp_male,P2_3xp_male,Male,1,14,0,0,0,0,Normal
13,5,P1_3xp_male,P2_3xp_male,Male,1,14,0,0,0,0,Normal
14,2,P2_3xp_male,P1_3xp_male,Male,1,14,0,0,0,0,Normal
14,3,P2_3xp_male,P1_3xp_male,Male,1,14,26,23,6,5,Normal
14,5,P2_3xp_male,P1_3xp_male,Male,1,14,0,0,0,0,Normal
14,6,P2_3xp_male,P1_3xp_male,Male,1,14,0,0,0,0,Normal
14,7,P2_3xp_male,P1_3xp_male,Male,1,14,0,0,0,0,Normal
15,1,P1_3xp_male,P3_UBI_male,Male,1,14,0,0,0,0,Normal
15,2,P1_3xp_male,P3_UBI_male,Male,1,14,0,0,0,0,Normal
15,3,P1_3xp_male,P3_UBI_male,Male,1,14,12,14,0,0,Normal
15,4,P1_3xp_male,P3_UBI_male,Male,1,14,0,0,0,0,Normal
15,5,P1_3xp_male,P3_UBI_male,Male,1,14,0,0,0,0,Normal
16,1,P3_UBI_male,P1_3xp_male,Male,1,14,0,0,0,0,Normal
16,2,P3_UBI_male,P1_3xp_male,Male,1,14,0,0,0,0,Normal
16,3,P3_UBI_male,P1_3xp_male,Male,1,14,0,0,0,0,Normal
16,4,P3_UBI_male,P1_3xp_male,Male,1,14,0,0,0,0,Normal
16,5,P3_UBI_male,P1_3xp_male,Male,1,14,0,0,0,0,Normal
16,7,P3_UBI_male,P1_3xp_male,Male,1,14,0,0,0,0,Normal
17,1,P1_3xp_male,P4_UBI_male,Male,1,14,0,0,0,0,Normal
17,3,P1_3xp_male,P4_UBI_male,Male,1,14,0,0,0,0,Normal
17,4,P1_3xp_male,P4_UBI_male,Male,1,14,0,0,0,0,Normal
17,5,P1_3xp_male,P4_UBI_male,Male,1,14,0,0,0,0,Normal
17,6,P1_3xp_male,P4_UBI_male,Male,1,14,0,0,0,0,Normal
18,2,P4_UBI_male,P1_3xp_male,Male,1,14,0,0,0,0,Normal
18,3,P4_UBI_male,P1_3xp_male,Male,1,14,0,0,0,0,Normal
18,4,P4_UBI_male,P1_3xp_male,Male,1,14,0,0,0,0,Normal
18,6,P4_UBI_male,P1_3xp_male,Male,1,14,0,0,0,0,Normal
18,7,P4_UBI_male,P1_3xp_male,Male,1,14,0,0,0,0,Normal
19,1,P2_3xp_male,P3_UBI_male,Male,1,14,20,22,2,2,Normal
19,3,P2_3xp_male,P3_UBI_male,Male,1,14,0,0,0,0,Normal
19,5,P2_3xp_male,P3_UBI_male,Male,1,14,0,0,0,0,Normal
19,6,P2_3xp_male,P3_UBI_male,Male,1,14,0,0,0,0,Normal
19,8,P2_3xp_male,P3_UBI_male,Male,1,14,0,0,0,0,Normal
20,2,P3_UBI_male,P2_3xp_male,Male,1,14,0,0,0,0,Normal
20,4,P3_UBI_male,P2_3xp_male,Male,1,14,0,0,0,0,Normal
20,5,P3_UBI_male,P2_3xp_male,Male,1,14,0,0,0,0,Normal
20,6,P3_UBI_male,P2_3xp_male,Male,1,14,0,0,0,0,Normal
20,7,P3_UBI_male,P2_3xp_male,Male,1,14,0,0,0,0,Normal
21,1,P2_3xp_male,P4_UBI_male,Male,1,14,0,0,0,0,Normal
21,2,P2_3xp_male,P4_UBI_male,Male,1,14,0,0,0,0,Normal
21,3,P2_3xp_male,P4_UBI_male,Male,1,14,0,0,0,0,Normal
21,5,P2_3xp_male,P4_UBI_male,Male,1,14,0,0,0,0,Normal
21,7,P2_3xp_male,P4_UBI_male,Male,1,14,0,0,0,0,Normal
22,3,P4_UBI_male,P2_3xp_male,Male,1,14,0,0,0,0,Normal
22,6,P4_UBI_male,P2_3xp_male,Male,1,14,0,1,0,0,Normal
22,8,P4_UBI_male,P2_3xp_male,Male,1,14,0,0,0,0,Normal
22,9,P4_UBI_male,P2_3xp_male,Male,1,14,0,0,0,0,Normal
23,1,P3_UBI_male,P4_UBI_male,Male,1,14,0,0,0,0,Normal
23,2,P3_UBI_male,P4_UBI_male,Male,1,14,0,0,0,0,Normal
23,3,P3_UBI_male,P4_UBI_male,Male,1,14,0,0,0,0,Normal
23,4,P3_UBI_male,P4_UBI_male,Male,1,14,0,0,0,0,Normal
23,5,P3_UBI_male,P4_UBI_male,Male,1,14,0,0,0,0,Normal
24,1,P4_UBI_male,P3_UBI_male,Male,1,14,0,0,0,0,Normal
24,2,P4_UBI_male,P3_UBI_male,Male,1,14,0,0,0,0,Normal
24,4,P4_UBI_male,P3_UBI_male,Male,1,14,0,0,0,0,Normal
24,6,P4_UBI_male,P3_UBI_male,Male,1,14,0,0,0,0,Normal
24,8,P4_UBI_male,P3_UBI_male,Male,1,14,NA,NA,NA,NA,Normal
25,1,P5,P6,Control,1,14,0,0,0,0,Normal
25,3,P5,P6,Control,1,14,0,0,0,0,Normal
25,4,P5,P6,Control,1,14,0,0,0,0,Normal
25,5,P5,P6,Control,1,14,0,0,0,0,Normal
25,6,P5,P6,Control,1,14,0,0,0,0,Normal
26,2,P6,P5,Control,1,14,0,0,0,0,Normal
26,6,P6,P5,Control,1,14,0,0,0,0,Normal
26,8,P6,P5,Control,1,14,0,0,0,0,Normal
26,9,P6,P5,Control,1,14,0,0,0,0,Normal
26,10,P6,P5,Control,1,14,0,0,0,0,Normal
27,2,P5,P7,Control,1,14,0,0,0,0,Normal
27,3,P5,P7,Control,1,14,0,0,0,0,Normal
27,4,P5,P7,Control,1,14,0,0,0,0,Normal
27,5,P5,P7,Control,1,14,0,0,0,0,Normal
27,6,P5,P7,Control,1,14,0,0,0,0,Normal
28,1,P7,P5,Control,1,14,0,0,0,0,Normal
28,2,P7,P5,Control,1,14,13,16,2,1,Normal
28,4,P7,P5,Control,1,14,0,0,0,0,Normal
28,5,P7,P5,Control,1,14,0,0,0,0,Normal
28,6,P7,P5,Control,1,14,4,4,4,3,Normal
29,1,P5,P8,Control,1,14,0,0,0,0,Normal
29,3,P5,P8,Control,1,14,0,0,0,0,Normal
29,4,P5,P8,Control,1,14,0,0,0,0,Normal
29,5,P5,P8,Control,1,14,0,0,0,0,Normal
29,7,P5,P8,Control,1,14,0,0,0,0,Normal
30,1,P8,P5,Control,1,14,0,0,0,0,Normal
30,3,P8,P5,Control,1,14,0,0,0,0,Normal
30,4,P8,P5,Control,1,14,0,0,0,0,Normal
30,6,P8,P5,Control,1,14,0,0,0,0,Normal
30,7,P8,P5,Control,1,14,0,0,0,0,Normal
31,4,P6,P7,Control,1,14,0,0,0,0,Normal
31,5,P6,P7,Control,1,14,0,0,0,0,Normal
31,6,P6,P7,Control,1,14,0,0,0,0,Normal
31,7,P6,P7,Control,1,14,0,0,0,0,Normal
31,8,P6,P7,Control,1,14,0,0,0,0,Normal
32,2,P7,P6,Control,1,14,0,0,0,0,Normal
32,3,P7,P6,Control,1,14,0,0,0,0,Normal
32,4,P7,P6,Control,1,14,0,0,0,0,Normal
32,5,P7,P6,Control,1,14,0,0,0,0,Normal
32,6,P7,P6,Control,1,14,0,0,0,0,Normal
33,4,P6,P8,Control,1,14,0,0,0,0,Normal
33,5,P6,P8,Control,1,14,0,0,0,0,Normal
33,7,P6,P8,Control,1,14,0,0,0,0,Normal
33,8,P6,P8,Control,1,14,0,0,0,0,Normal
34,1,P8,P6,Control,1,14,0,0,0,0,Normal
34,2,P8,P6,Control,1,14,0,0,0,0,Normal
34,3,P8,P6,Control,1,14,0,0,0,0,Normal
34,5,P8,P6,Control,1,14,0,0,0,0,Normal
34,6,P8,P6,Control,1,14,0,0,0,0,Normal
35,1,P7,P8,Control,1,14,0,0,0,0,Normal
35,2,P7,P8,Control,1,14,0,0,0,0,Normal
35,3,P7,P8,Control,1,14,0,0,0,0,Normal
35,4,P7,P8,Control,1,14,0,0,0,0,Normal
35,5,P7,P8,Control,1,14,0,0,0,0,Normal
36,1,P8,P7,Control,1,14,0,0,0,0,Normal
36,2,P8,P7,Control,1,14,0,0,0,0,Normal
36,3,P8,P7,Control,1,14,0,0,0,0,Normal
36,4,P8,P7,Control,1,14,0,0,0,0,Normal
