Cross,Replicate,Mother_strain,Father_strain,Treatment,Block,Generation,Female_offspring,Male_offspring,Pre_window_female_offspring,Pre_window_male_offspring,Count_conditions
20,19,P3_UBI_male,P2_3xp_male,Male,2,3,NA,NA,NA,NA,Normal
21,15,P2_3xp_male,P4_UBI_male,Male,2,3,23,23,13,8,Normal
21,16,P2_3xp_male,P4_UBI_male,Male,2,3,22,25,0,0,Normal
21,17,P2_3xp_male,P4_UBI_male,Male,2,3,0,0,0,0,Normal
21,20,P2_3xp_male,P4_UBI_male,Male,2,3,23,35,9,3,Normal
21,21,P2_3xp_male,P4_UBI_male,Male,2,3,7,18,10,5,Normal
21,22,P2_3xp_male,P4_UBI_male,Male,2,3,5,4,13,8,Normal
22,11,P4_UBI_male,P2_3xp_male,Male,2,3,20,26,10,3,Normal
22,12,P4_UBI_male,P2_3xp_male,Male,2,3,0,0,0,0,Normal
22,13,P4_UBI_male,P2_3xp_male,Male,2,3,21,32,1,0,Normal
22,14,P4_UBI_male,P2_3xp_male,Male,2,3,0,0,0,0,Normal
22,15,P4_UBI_male,P2_3xp_male,Male,2,3,31,35,0,0,Normal
22,17,P4_UBI_male,P2_3xp_male,Male,2,3,29,32,11,8,Normal
22,18,P4_UBI_male,P2_3xp_male,Male,2,3,32,24,16,18,Normal
23,11,P3_UBI_male,P4_UBI_male,Male,2,3,21,21,17,16,Normal
23,15,P3_UBI_male,P4_UBI_male,Male,2,3,18,13,25,17,Normal
23,17,P3_UBI_male,P4_UBI_male,Male,2,3,0,0,0,0,Normal
23,18,P3_UBI_male,P4_UBI_male,Male,2,3,13,11,8,2,Normal
23,20,P3_UBI_male,P4_UBI_male,Male,2,3,0,0,0,0,Normal
23,22,P3_UBI_male,P4_UBI_male,Male,2,3,19,18,4,6,Normal
24,11,P4_UBI_male,P3_UBI_male,Male,2,3,13,29,9,0,Normal
24,12,P4_UBI_male,P3_UBI_male,Male,2,3,18,22,0,0,Normal
24,13,P4_UBI_male,P3_UBI_male,Male,2,3,16,23,5,4,Normal
24,15,P4_UBI_male,P3_UBI_male,Male,2,3,20,23,0,0,Normal
24,16,P4_UBI_male,P3_UBI_male,Male,2,3,6,8,0,0,Normal
24,18,P4_UBI_male,P3_UBI_male,Male,2,3,10,14,15,3,Normal
24,19,P4_UBI_male,P3_UBI_male,Male,2,3,0,0,0,0,Normal
25,11,P5,P6,Control,2,3,0,0,0,0,Normal
25,12,P5,P6,Control,2,3,13,10,3,6,Normal
25,14,P5,P6,Control,2,3,0,0,0,0,Normal
25,15,P5,P6,Control,2,3,13,15,11,15,Normal
25,16,P5,P6,Control,2,3,0,0,0,0,Normal
25,18,P5,P6,Control,2,3,0,2,0,0,Normal
25,20,P5,P6,Control,2,3,0,0,0,0,Normal
26,14,P6,P5,Control,2,3,20,25,4,1,Normal
26,15,P6,P5,Control,2,3,4,9,3,1,Normal
26,16,P6,P5,Control,2,3,25,34,3,2,Normal
26,19,P6,P5,Control,2,3,0,0,0,0,Normal
26,20,P6,P5,Control,2,3,13,18,20,9,Normal
26,21,P6,P5,Control,2,3,14,12,9,17,Normal
26,22,P6,P5,Control,2,3,14,16,12,11,Normal
27,11,P5,P7,Control,2,3,1,2,5,6,Normal
27,13,P5,P7,Control,2,3,0,0,0,0,Normal
27,14,P5,P7,Control,2,3,26,24,21,31,Normal
27,15,P5,P7,Control,2,3,34,35,6,1,Normal
27,16,P5,P7,Control,2,3,11,20,7,3,Normal
27,17,P5,P7,Control,2,3,34,36,6,1,Normal
27,19,P5,P7,Control,2,3,0,0,5,2,Normal
28,12,P7,P5,Control,2,3,11,9,6,5,Normal
28,14,P7,P5,Control,2,3,9,9,2,2,Normal
28,16,P7,P5,Control,2,3,0,0,0,0,Normal
28,17,P7,P5,Control,2,3,0,0,0,0,Normal
28,18,P7,P5,Control,2,3,0,0,0,0,Normal
28,19,P7,P5,Control,2,3,29,30,3,0,Normal
29,12,P5,P8,Control,2,3,22,27,16,14,Normal
29,13,P5,P8,Control,2,3,11,10,0,0,Normal
29,14,P5,P8,Control,2,3,27,22,2,0,Normal
29,15,P5,P8,Control,2,3,16,20,14,2,Normal
29,16,P5,P8,Control,2,3,10,8,0,0,Normal
29,17,P5,P8,Control,2,3,25,21,12,11,Normal
29,18,P5,P8,Control,2,3,8,13,5,6,Normal
30,11,P8,P5,Control,2,3,24,27,9,11,Normal
30,12,P8,P5,Control,2,3,0,0,0,0,Normal
30,17,P8,P5,Control,2,3,0,0,0,0,Normal
30,18,P8,P5,Control,2,3,0,0,0,0,Normal
30,22,P8,P5,Control,2,3,0,0,0,0,Normal
31,12,P6,P7,Control,2,3,0,0,0,0,Normal
31,13,P6,P7,Control,2,3,12,8,12,4,Normal
31,15,P6,P7,Control,2,3,18,18,4,8,Normal
31,18,P6,P7,Control,2,3,26,38,11,6,Normal
31,20,P6,P7,Control,2,3,26,34,1,0,Normal
31,21,P6,P7,Control,2,3,22,29,21,11,Normal
31,22,P6,P7,Control,2,3,32,27,6,6,Normal
32,12,P7,P6,Control,2,3,29,36,4,2,Normal
32,13,P7,P6,Control,2,3,18,8,7,7,Normal
32,14,P7,P6,Control,2,3,14,18,17,14,Normal
32,15,P7,P6,Control,2,3,39,31,4,3,Normal
32,16,P7,P6,Control,2,3,23,17,0,0,Normal
32,17,P7,P6,Control,2,3,33,30,0,0,Normal
32,18,P7,P6,Control,2,3,15,17,4,2,Normal
33,11,P6,P8,Control,2,3,27,23,1,0,Normal
33,12,P6,P8,Control,2,3,10,16,23,8,Normal
33,16,P6,P8,Control,2,3,20,25,6,5,Normal
33,17,P6,P8,Control,2,3,44,45,4,2,Normal
33,18,P6,P8,Control,2,3,2,6,5,1,Normal
33,20,P6,P8,Control,2,3,0,0,0,0,Normal
33,22,P6,P8,Control,2,3,26,25,16,23,Normal
34,11,P8,P6,Control,2,3,17,20,0,0,Normal
34,13,P8,P6,Control,2,3,19,12,3,0,Normal
34,16,P8,P6,Control,2,3,27,19,0,0,Normal
34,18,P8,P6,Control,2,3,14,13,0,0,Normal
34,19,P8,P6,Control,2,3,12,18,2,1,Normal
34,21,P8,P6,Control,2,3,32,15,1,0,Normal
34,22,P8,P6,Control,2,3,14,19,16,8,Normal
35,12,P7,P8,Control,2,3,24,31,5,3,Normal
35,13,P7,P8,Control,2,3,16,11,3,1,Normal
35,14,P7,P8,Control,2,3,30,30,1,0,Normal
35,15,P7,P8,Control,2,3,21,24,15,14,Normal
35,16,P7,P8,Control,2,3,19,12,6,0,Normal
35,17,P7,P8,Control,2,3,16,16,10,8,Normal
35,19,P7,P8,Control,2,3,0,0,0,0,Normal
36,11,P8,P7,Control,2,3,27,29,4,4,Normal
36,12,P8,P7,Control,2,3,0,0,0,0,Normal
36,13,P8,P7,Control,2,3,0,0,0,0,Normal
36,15,P8,P7,Control,2,3,20,25,0,0,Normal
36,16,P8,P7,Control,2,3,0,0,0,0,Normal
36,17,P8,P7,Control,2,3,18,25,7,3,Normal
1,11,P1_UBI_female,P2_UBI_female,Female,2,4,0,0,0,0,Normal
1,13,P1_UBI_female,P2_UBI_female,Female,2,4,32,42,2,1,Normal
1,14,P1_UBI_female,P2_UBI_female,Female,2,4,8,19,5,9,Normal
1,15,P1_UBI_female,P2_UBI_female,Female,2,4,26,40,1,5,Normal
1,17,P1_UBI_female,P2_UBI_female,Female,2,4,0,0,0,0,Normal
1,18,P1_UBI_female,P2_UBI_female,Female,2,4,24,23,11,9,Normal
1,19,P1_UBI_female,P2_UBI_female,Female,2,4,27,43,13,8,Normal
2,11,P2_UBI_female,P1_UBI_female,Female,2,4,35,39,11,3,Normal
2,12,P2_UBI_female,P1_UBI_female,Female,2,4,20,26,27,22,Normal
2,13,P2_UBI_female,P1_UBI_female,Female,2,4,16,25,12,8,Normal
2,14,P2_UBI_female,P1_UBI_female,Female,2,4,0,0,0,0,Normal
2,15,P2_UBI_female,P1_UBI_female,Female,2,4,38,38,2,1,Normal
2,16,P2_UBI_female,P1_UBI_female,Female,2,4,0,0,0,0,Normal
2,21,P2_UBI_female,P1_UBI_female,Female,2,4,8,7,1,0,Normal
3,11,P1_UBI_female,P3_3xp_female,Female,2,4,26,26,8,3,Normal
3,12,P1_UBI_female,P3_3xp_female,Female,2,4,7,21,1,0,Normal
3,13,P1_UBI_female,P3_3xp_female,Female,2,4,24,25,2,1,Normal
3,14,P1_UBI_female,P3_3xp_female,Female,2,4,18,37,7,0,Normal
3,16,P1_UBI_female,P3_3xp_female,Female,2,4,26,36,3,0,Normal
3,17,P1_UBI_female,P3_3xp_female,Female,2,4,0,0,0,0,Normal
3,19,P1_UBI_female,P3_3xp_female,Female,2,4,23,30,11,11,Normal
4,11,P3_3xp_female,P1_UBI_female,Female,2,4,42,54,7,1,Normal
4,12,P3_3xp_female,P1_UBI_female,Female,2,4,0,0,0,0,Normal
4,16,P3_3xp_female,P1_UBI_female,Female,2,4,7,1,0,0,Normal
4,17,P3_3xp_female,P1_UBI_female,Female,2,4,21,31,8,8,Normal
4,19,P3_3xp_female,P1_UBI_female,Female,2,4,0,0,0,0,Normal
4,20,P3_3xp_female,P1_UBI_female,Female,2,4,7,11,14,10,Normal
4,21,P3_3xp_female,P1_UBI_female,Female,2,4,0,0,0,0,Normal
5,13,P1_UBI_female,P4_3xp_female,Female,2,4,0,0,0,0,Normal
5,14,P1_UBI_female,P4_3xp_female,Female,2,4,0,0,0,0,Normal
5,15,P1_UBI_female,P4_3xp_female,Female,2,4,17,19,0,0,Normal
5,17,P1_UBI_female,P4_3xp_female,Female,2,4,0,0,0,0,Normal
5,18,P1_UBI_female,P4_3xp_female,Female,2,4,3,17,5,4,Normal
5,19,P1_UBI_female,P4_3xp_female,Female,2,4,42,49,4,0,Normal
5,20,P1_UBI_female,P4_3xp_female,Female,2,4,46,31,2,3,Normal
6,11,P4_3xp_female,P1_UBI_female,Female,2,4,23,32,0,0,Normal
6,12,P4_3xp_female,P1_UBI_female,Female,2,4,30,43,6,2,Normal
6,13,P4_3xp_female,P1_UBI_female,Female,2,4,0,0,0,0,Normal
6,14,P4_3xp_female,P1_UBI_female,Female,2,4,11,13,4,3,Normal
6,15,P4_3xp_female,P1_UBI_female,Female,2,4,0,0,0,0,Normal
6,19,P4_3xp_female,P1_UBI_female,Female,2,4,31,36,8,0,Normal
6,22,P4_3xp_female,P1_UBI_female,Female,2,4,37,27,1,0,Normal
7,11,P2_UBI_female,P3_3xp_female,Female,2,4,17,9,6,2,Normal
7,13,P2_UBI_female,P3_3xp_female,Female,2,4,0,0,0,0,Normal
7,14,P2_UBI_female,P3_3xp_female,Female,2,4,2,3,10,10,Normal
7,17,P2_UBI_female,P3_3xp_female,Female,2,4,2,6,2,1,Normal
7,18,P2_UBI_female,P3_3xp_female,Female,2,4,0,0,0,0,Normal
7,20,P2_UBI_female,P3_3xp_female,Female,2,4,5,15,5,3,Normal
8,11,P3_3xp_female,P2_UBI_female,Female,2,4,0,0,0,0,Normal
8,12,P3_3xp_female,P2_UBI_female,Female,2,4,23,22,4,6,Normal
8,13,P3_3xp_female,P2_UBI_female,Female,2,4,49,48,1,1,Normal
8,14,P3_3xp_female,P2_UBI_female,Female,2,4,27,25,10,2,Normal
8,15,P3_3xp_female,P2_UBI_female,Female,2,4,28,36,23,13,Normal
8,16,P3_3xp_female,P2_UBI_female,Female,2,4,0,0,0,0,Normal
8,19,P3_3xp_female,P2_UBI_female,Female,2,4,26,23,0,0,Normal
9,11,P2_UBI_female,P4_3xp_female,Female,2,4,41,38,4,2,Normal
9,12,P2_UBI_female,P4_3xp_female,Female,2,4,0,0,0,0,Normal
9,13,P2_UBI_female,P4_3xp_female,Female,2,4,0,0,0,0,Normal
9,14,P2_UBI_female,P4_3xp_female,Female,2,4,21,19,7,3,Normal
9,15,P2_UBI_female,P4_3xp_female,Female,2,4,0,0,0,0,Normal
9,16,P2_UBI_female,P4_3xp_female,Female,2,4,5,8,0,0,Normal
9,17,P2_UBI_female,P4_3xp_female,Female,2,4,20,39,1,0,Normal
10,12,P4_3xp_female,P2_UBI_female,Female,2,4,41,38,3,1,Normal
10,13,P4_3xp_female,P2_UBI_female,Female,2,4,6,2,3,1,Normal
10,14,P4_3xp_female,P2_UBI_female,Female,2,4,32,21,17,12,Normal
10,15,P4_3xp_female,P2_UBI_female,Female,2,4,18,18,13,6,Normal
10,16,P4_3xp_female,P2_UBI_female,Female,2,4,0,0,0,0,Normal
10,18,P4_3xp_female,P2_UBI_female,Female,2,4,NA,NA,NA,NA,Normal
10,19,P4_3xp_female,P2_UBI_female,Female,2,4,27,35,1,1,Normal
11,16,P3_3xp_female,P4_3xp_female,Female,2,4,0,0,0,0,Normal
11,17,P3_3xp_female,P4_3xp_female,Female,2,4,0,0,0,0,Normal
11,22,P3_3xp_female,P4_3xp_female,Female,2,4,23,23,0,0,Normal
12,11,P4_3xp_female,P3_3xp_female,Female,2,4,22,26,13,6,Normal
12,12,P4_3xp_female,P3_3xp_female,Female,2,4,16,21,3,1,Normal
12,13,P4_3xp_female,P3_3xp_female,Female,2,4,8,11,4,1,Normal
12,14,P4_3xp_female,P3_3xp_female,Female,2,4,27,29,2,0,Normal
12,18,P4_3xp_female,P3_3xp_female,Female,2,4,26,24,15,9,Normal
12,19,P4_3xp_female,P3_3xp_female,Female,2,4,0,0,0,0,Normal
13,11,P1_3xp_male,P2_3xp_male,Male,2,4,12,24,14,8,Normal
13,13,P1_3xp_male,P2_3xp_male,Male,2,4,34,34,0,0,Normal
13,15,P1_3xp_male,P2_3xp_male,Male,2,4,6,6,17,13,Normal
13,16,P1_3xp_male,P2_3xp_male,Male,2,4,36,38,2,1,Normal
13,18,P1_3xp_male,P2_3xp_male,Male,2,4,34,27,14,4,Normal
13,21,P1_3xp_male,P2_3xp_male,Male,2,4,36,39,16,10,Normal
13,22,P1_3xp_male,P2_3xp_male,Male,2,4,39,32,0,0,Normal
14,12,P2_3xp_male,P1_3xp_male,Male,2,4,40,32,18,22,Normal
14,13,P2_3xp_male,P1_3xp_male,Male,2,4,25,15,15,10,Normal
14,14,P2_3xp_male,P1_3xp_male,Male,2,4,17,31,12,6,Normal
14,18,P2_3xp_male,P1_3xp_male,Male,2,4,22,33,20,14,Normal
14,19,P2_3xp_male,P1_3xp_male,Male,2,4,17,15,8,7,Normal
14,20,P2_3xp_male,P1_3xp_male,Male,2,4,29,34,6,0,Normal
14,21,P2_3xp_male,P1_3xp_male,Male,2,4,0,0,0,0,Normal
15,11,P1_3xp_male,P3_UBI_male,Male,2,4,18,30,8,5,Normal
15,12,P1_3xp_male,P3_UBI_male,Male,2,4,0,0,0,0,Normal
15,13,P1_3xp_male,P3_UBI_male,Male,2,4,15,22,2,8,Normal
15,15,P1_3xp_male,P3_UBI_male,Male,2,4,0,0,0,0,Normal
15,16,P1_3xp_male,P3_UBI_male,Male,2,4,0,0,0,0,Normal
15,17,P1_3xp_male,P3_UBI_male,Male,2,4,19,32,6,4,Normal
15,19,P1_3xp_male,P3_UBI_male,Male,2,4,24,28,9,4,Normal
16,13,P3_UBI_male,P1_3xp_male,Male,2,4,29,31,17,7,Normal
16,14,P3_UBI_male,P1_3xp_male,Male,2,4,18,14,17,19,Normal
16,17,P3_UBI_male,P1_3xp_male,Male,2,4,22,28,0,1,Normal
16,18,P3_UBI_male,P1_3xp_male,Male,2,4,13,17,12,13,Normal
16,19,P3_UBI_male,P1_3xp_male,Male,2,4,43,43,0,0,Normal
16,20,P3_UBI_male,P1_3xp_male,Male,2,4,43,23,0,0,Normal
16,22,P3_UBI_male,P1_3xp_male,Male,2,4,26,37,5,0,Normal
17,11,P1_3xp_male,P4_UBI_male,Male,2,4,30,4,5,0,Normal
17,13,P1_3xp_male,P4_UBI_male,Male,2,4,0,0,0,0,Normal
17,15,P1_3xp_male,P4_UBI_male,Male,2,4,1,3,0,0,Normal
17,16,P1_3xp_male,P4_UBI_male,Male,2,4,13,21,0,1,Normal
17,17,P1_3xp_male,P4_UBI_male,Male,2,4,25,16,0,0,Normal
17,19,P1_3xp_male,P4_UBI_male,Male,2,4,27,19,1,0,Normal
17,21,P1_3xp_male,P4_UBI_male,Male,2,4,0,0,0,0,Normal
18,11,P4_UBI_male,P1_3xp_male,Male,2,4,22,33,9,4,Normal
18,12,P4_UBI_male,P1_3xp_male,Male,2,4,0,0,0,0,Normal
18,13,P4_UBI_male,P1_3xp_male,Male,2,4,0,0,0,0,Normal
18,15,P4_UBI_male,P1_3xp_male,Male,2,4,37,35,3,2,Normal
18,16,P4_UBI_male,P1_3xp_male,Male,2,4,46,39,3,0,Normal
18,18,P4_UBI_male,P1_3xp_male,Male,2,4,3,9,2,0,Normal
18,19,P4_UBI_male,P1_3xp_male,Male,2,4,46,37,0,0,Normal
19,11,P2_3xp_male,P3_UBI_male,Male,2,4,0,0,0,0,Normal
19,12,P2_3xp_male,P3_UBI_male,Male,2,4,0,0,0,0,Normal
19,16,P2_3xp_male,P3_UBI_male,Male,2,4,24,26,7,1,Normal
19,17,P2_3xp_male,P3_UBI_male,Male,2,4,35,28,7,1,Normal
19,18,P2_3xp_male,P3_UBI_male,Male,2,4,18,33,3,3,Normal
19,19,P2_3xp_male,P3_UBI_male,Male,2,4,0,0,0,0,Normal
20,13,P3_UBI_male,P2_3xp_male,Male,2,4,29,32,7,1,Normal
20,14,P3_UBI_male,P2_3xp_male,Male,2,4,19,28,19,16,Normal
20,15,P3_UBI_male,P2_3xp_male,Male,2,4,NA,NA,NA,NA,Normal
20,16,P3_UBI_male,P2_3xp_male,Male,2,4,2,1,0,0,Normal
20,17,P3_UBI_male,P2_3xp_male,Male,2,4,0,0,0,0,Normal
20,18,P3_UBI_male,P2_3xp_male,Male,2,4,34,38,2,3,Normal
20,19,P3_UBI_male,P2_3xp_male,Male,2,4,NA,NA,NA,NA,Normal
21,15,P2_3xp_male,P4_UBI_male,Male,2,4,35,40,15,6,Normal
21,16,P2_3xp_male,P4_UBI_male,Male,2,4,23,14,0,0,Normal
21,17,P2_3xp_male,P4_UBI_male,Male,2,4,0,0,0,0,Normal
21,20,P2_3xp_male,P4_UBI_male,Male,2,4,34,42,3,5,Normal
21,21,P2_3xp_male,P4_UBI_male,Male,2,4,19,22,11,13,Normal
21,22,P2_3xp_male,P4_UBI_male,Male,2,4,35,19,1,0,Normal
22,11,P4_UBI_male,P2_3xp_male,Male,2,4,19,16,6,6,Normal
22,12,P4_UBI_male,P2_3xp_male,Male,2,4,0,0,0,0,Normal
22,13,P4_UBI_male,P2_3xp_male,Male,2,4,39,35,0,0,Normal
22,14,P4_UBI_male,P2_3xp_male,Male,2,4,0,0,0,0,Normal
22,15,P4_UBI_male,P2_3xp_male,Male,2,4,21,26,0,0,Normal
22,17,P4_UBI_male,P2_3xp_male,Male,2,4,26,37,21,17,Normal
22,18,P4_UBI_male,P2_3xp_male,Male,2,4,39,26,7,8,Normal
23,11,P3_UBI_male,P4_UBI_male,Male,2,4,19,27,0,0,Normal
23,15,P3_UBI_male,P4_UBI_male,Male,2,4,12,14,17,10,Normal
23,17,P3_UBI_male,P4_UBI_male,Male,2,4,0,0,0,0,Normal
23,18,P3_UBI_male,P4_UBI_male,Male,2,4,8,17,1,7,Normal
23,20,P3_UBI_male,P4_UBI_male,Male,2,4,0,0,0,0,Normal
23,22,P3_UBI_male,P4_UBI_male,Male,2,4,7,9,1,0,Normal
24,11,P4_UBI_male,P3_UBI_male,Male,2,4,2,20,17,13,Normal
24,12,P4_UBI_male,P3_UBI_male,Male,2,4,14,20,0,0,Normal
24,13,P4_UBI_male,P3_UBI_male,Male,2,4,26,14,0,0,Normal
24,15,P4_UBI_male,P3_UBI_male,Male,2,4,16,20,1,0,Normal
24,16,P4_UBI_male,P3_UBI_male,Male,2,4,0,0,0,0,Normal
24,18,P4_UBI_male,P3_UBI_male,Male,2,4,2,1,0,0,Normal
24,19,P4_UBI_male,P3_UBI_male,Male,2,4,0,0,0,0,Normal
25,11,P5,P6,Control,2,4,0,0,0,0,Normal
25,12,P5,P6,Control,2,4,0,0,0,0,Normal
25,14,P5,P6,Control,2,4,0,0,0,0,Normal
25,15,P5,P6,Control,2,4,9,15,13,4,Normal
25,16,P5,P6,Control,2,4,0,0,0,0,Normal
25,18,P5,P6,Control,2,4,0,0,0,0,Normal
25,20,P5,P6,Control,2,4,0,0,0,0,Normal
26,14,P6,P5,Control,2,4,0,0,0,0,Normal
26,15,P6,P5,Control,2,4,12,24,0,3,Normal
26,16,P6,P5,Control,2,4,20,22,12,3,Normal
26,19,P6,P5,Control,2,4,0,0,0,0,Normal
26,20,P6,P5,Control,2,4,11,13,6,4,Normal
26,21,P6,P5,Control,2,4,11,14,5,7,Normal
26,22,P6,P5,Control,2,4,29,31,0,0,Normal
27,11,P5,P7,Control,2,4,19,22,9,6,Normal
27,13,P5,P7,Control,2,4,0,0,0,0,Normal
27,14,P5,P7,Control,2,4,0,0,0,0,Normal
27,15,P5,P7,Control,2,4,23,32,5,7,Normal
27,16,P5,P7,Control,2,4,18,21,1,1,Normal
27,17,P5,P7,Control,2,4,0,0,0,0,Normal
27,19,P5,P7,Control,2,4,0,0,0,0,Normal
28,12,P7,P5,Control,2,4,0,0,0,0,Normal
28,14,P7,P5,Control,2,4,11,13,0,0,Normal
28,16,P7,P5,Control,2,4,0,0,0,0,Normal
28,17,P7,P5,Control,2,4,0,0,0,0,Normal
28,18,P7,P5,Control,2,4,0,0,0,0,Normal
28,19,P7,P5,Control,2,4,20,26,10,5,Normal
29,12,P5,P8,Control,2,4,33,25,9,8,Normal
29,13,P5,P8,Control,2,4,4,9,5,5,Normal
29,14,P5,P8,Control,2,4,9,18,6,3,Normal
29,15,P5,P8,Control,2,4,14,5,1,1,Normal
29,16,P5,P8,Control,2,4,2,2,0,0,Normal
29,17,P5,P8,Control,2,4,16,19,14,13,Normal
29,18,P5,P8,Control,2,4,NA,NA,NA,NA,Normal
30,11,P8,P5,Control,2,4,0,0,0,0,Normal
30,12,P8,P5,Control,2,4,0,0,0,0,Normal
30,17,P8,P5,Control,2,4,0,0,0,0,Normal
30,18,P8,P5,Control,2,4,0,0,0,0,Normal
30,22,P8,P5,Control,2,4,0,0,0,0,Normal
31,12,P6,P7,Control,2,4,0,0,0,0,Normal
31,13,P6,P7,Control,2,4,18,18,4,5,Normal
31,15,P6,P7,Control,2,4,8,18,6,2,Normal
31,18,P6,P7,Control,2,4,21,23,0,0,Normal
31,20,P6,P7,Control,2,4,17,21,8,2,Normal
31,21,P6,P7,Control,2,4,17,18,9,10,Normal
31,22,P6,P7,Control,2,4,15,20,13,3,Normal
32,12,P7,P6,Control,2,4,38,41,0,0,Normal
32,13,P7,P6,Control,2,4,28,21,11,10,Normal
32,14,P7,P6,Control,2,4,15,21,11,3,Normal
32,15,P7,P6,Control,2,4,30,41,2,0,Normal
32,16,P7,P6,Control,2,4,21,20,9,8,Normal
32,17,P7,P6,Control,2,4,39,36,1,0,Normal
32,18,P7,P6,Control,2,4,3,6,1,2,Normal
33,11,P6,P8,Control,2,4,40,38,9,1,Normal
33,12,P6,P8,Control,2,4,32,36,10,9,Normal
33,16,P6,P8,Control,2,4,22,31,8,8,Normal
33,17,P6,P8,Control,2,4,23,15,13,10,Normal
33,18,P6,P8,Control,2,4,4,2,0,0,Normal
33,20,P6,P8,Control,2,4,0,0,0,0,Normal
33,22,P6,P8,Control,2,4,21,31,10,4,Normal
34,11,P8,P6,Control,2,4,41,29,1,0,Normal
34,13,P8,P6,Control,2,4,27,37,2,3,Normal
34,16,P8,P6,Control,2,4,22,20,0,0,Normal
34,18,P8,P6,Control,2,4,12,11,0,0,Normal
34,19,P8,P6,Control,2,4,19,20,0,0,Normal
34,21,P8,P6,Control,2,4,13,17,4,3,Normal
34,22,P8,P6,Control,2,4,23,36,4,6,Normal
35,12,P7,P8,Control,2,4,15,35,15,14,Normal
35,13,P7,P8,Control,2,4,10,14,0,0,Normal
35,14,P7,P8,Control,2,4,48,46,1,0,Normal
35,15,P7,P8,Control,2,4,15,22,6,6,Normal
35,16,P7,P8,Control,2,4,1,1,0,0,Normal
35,17,P7,P8,Control,2,4,28,20,6,3,Normal
35,19,P7,P8,Control,2,4,0,0,0,0,Normal
36,11,P8,P7,Control,2,4,22,24,8,2,Normal
36,12,P8,P7,Control,2,4,0,0,0,0,Normal
36,13,P8,P7,Control,2,4,0,0,0,0,Normal
36,15,P8,P7,Control,2,4,25,32,0,0,Normal
36,16,P8,P7,Control,2,4,0,0,0,0,Normal
36,17,P8,P7,Control,2,4,34,36,11,10,Normal
1,11,P1_UBI_female,P2_UBI_female,Female,2,5,0,0,0,0,Normal
1,13,P1_UBI_female,P2_UBI_female,Female,2,5,10,31,12,3,Normal
1,14,P1_UBI_female,P2_UBI_female,Female,2,5,9,10,7,8,Normal
1,15,P1_UBI_female,P2_UBI_female,Female,2,5,0,0,0,0,Normal
1,17,P1_UBI_female,P2_UBI_female,Female,2,5,0,0,0,0,Normal
1,18,P1_UBI_female,P2_UBI_female,Female,2,5,32,22,2,0,Normal
1,19,P1_UBI_female,P2_UBI_female,Female,2,5,0,12,0,0,Normal
2,11,P2_UBI_female,P1_UBI_female,Female,2,5,14,26,8,2,Normal
2,12,P2_UBI_female,P1_UBI_female,Female,2,5,0,0,0,0,Normal
2,13,P2_UBI_female,P1_UBI_female,Female,2,5,24,22,7,1,Normal
2,14,P2_UBI_female,P1_UBI_female,Female,2,5,0,0,0,0,Normal
2,15,P2_UBI_female,P1_UBI_female,Female,2,5,16,18,5,6,Normal
2,16,P2_UBI_female,P1_UBI_female,Female,2,5,0,0,0,0,Normal
2,21,P2_UBI_female,P1_UBI_female,Female,2,5,8,9,10,1,Normal
3,11,P1_UBI_female,P3_3xp_female,Female,2,5,6,10,17,5,Normal
3,12,P1_UBI_female,P3_3xp_female,Female,2,5,15,19,0,0,Normal
3,13,P1_UBI_female,P3_3xp_female,Female,2,5,39,31,0,0,Normal
3,14,P1_UBI_female,P3_3xp_female,Female,2,5,0,0,0,0,Normal
3,16,P1_UBI_female,P3_3xp_female,Female,2,5,29,33,0,0,Normal
3,17,P1_UBI_female,P3_3xp_female,Female,2,5,0,0,0,0,Normal
3,19,P1_UBI_female,P3_3xp_female,Female,2,5,17,30,17,8,Normal
4,11,P3_3xp_female,P1_UBI_female,Female,2,5,25,28,13,9,Normal
4,12,P3_3xp_female,P1_UBI_female,Female,2,5,0,0,0,0,Normal
4,16,P3_3xp_female,P1_UBI_female,Female,2,5,0,0,0,0,Normal
4,17,P3_3xp_female,P1_UBI_female,Female,2,5,0,0,0,0,Normal
4,19,P3_3xp_female,P1_UBI_female,Female,2,5,0,0,0,0,Normal
4,20,P3_3xp_female,P1_UBI_female,Female,2,5,1,0,2,0,Normal
4,21,P3_3xp_female,P1_UBI_female,Female,2,5,0,0,0,0,Normal
5,13,P1_UBI_female,P4_3xp_female,Female,2,5,0,0,0,0,Normal
5,14,P1_UBI_female,P4_3xp_female,Female,2,5,0,0,0,0,Normal
5,15,P1_UBI_female,P4_3xp_female,Female,2,5,13,13,7,5,Normal
5,17,P1_UBI_female,P4_3xp_female,Female,2,5,0,0,0,0,Normal
5,18,P1_UBI_female,P4_3xp_female,Female,2,5,3,3,1,5,Normal
5,19,P1_UBI_female,P4_3xp_female,Female,2,5,29,24,0,0,Normal
5,20,P1_UBI_female,P4_3xp_female,Female,2,5,5,5,0,0,Normal
6,11,P4_3xp_female,P1_UBI_female,Female,2,5,14,15,1,1,Normal
6,12,P4_3xp_female,P1_UBI_female,Female,2,5,6,18,0,0,Normal
6,13,P4_3xp_female,P1_UBI_female,Female,2,5,0,0,0,0,Normal
6,14,P4_3xp_female,P1_UBI_female,Female,2,5,8,14,5,2,Normal
