Cross,Replicate,Mother_strain,Father_strain,Treatment,Block,Gen_1,Gen_2,Gen_3,Gen_4,Gen_5,Gen_6,Gen_7,Gen_8,Gen_9,Gen_10,Gen_11,Gen_12,Gen_13,Gen_14,Gen_15,Gen_16,Gen_17,Gen_18,Gen_19,Gen_20
3,17,P1_UBI_female,P3_3xp_female,Female,2,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,19,P1_UBI_female,P3_3xp_female,Female,2,NO,NO,NO,NA,NO,NO,NO,NO,NO,NO,FEMALE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,11,P3_3xp_female,P1_UBI_female,Female,2,NO,NO,NO,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,FEMALE,NA,NA,NA,NA,NA,NA
4,12,P3_3xp_female,P1_UBI_female,Female,2,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,16,P3_3xp_female,P1_UBI_female,Female,2,NO,NO,NO,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,17,P3_3xp_female,P1_UBI_female,Female,2,NO,NO,NO,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,19,P3_3xp_female,P1_UBI_female,Female,2,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,20,P3_3xp_female,P1_UBI_female,Female,2,NO,NO,NO,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,21,P3_3xp_female,P1_UBI_female,Female,2,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,13,P1_UBI_female,P4_3xp_female,Female,2,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,14,P1_UBI_female,P4_3xp_female,Female,2,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,15,P1_UBI_female,P4_3xp_female,Female,2,NO,NO,NO,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA
5,17,P1_UBI_female,P4_3xp_female,Female,2,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,18,P1_UBI_female,P4_3xp_female,Female,2,NO,NO,NO,NA,FEMALE,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,19,P1_UBI_female,P4_3xp_female,Female,2,NO,NO,NO,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA
5,20,P1_UBI_female,P4_3xp_female,Female,2,NO,NO,NO,NA,NO,NO,NO,NO,FEMALE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,11,P4_3xp_female,P1_UBI_female,Female,2,NO,NO,NO,NA,NO,NO,NO,NO,NO,FEMALE,NO,NO,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA
6,12,P4_3xp_female,P1_UBI_female,Female,2,NO,NO,NO,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA
6,13,P4_3xp_female,P1_UBI_female,Female,2,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,14,P4_3xp_female,P1_UBI_female,Female,2,NO,NO,NO,NA,NO,NO,NO,NO,NO,NO,FEMALE,MALE,NO,NO,NO,NO,NA,NA,NA,NA
6,15,P4_3xp_female,P1_UBI_female,Female,2,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,19,P4_3xp_female,P1_UBI_female,Female,2,NO,NO,NO,NA,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,22,P4_3xp_female,P1_UBI_female,Female,2,NO,NO,NO,NA,NO,NO,NO,NO,NO,FEMALE,NO,NO,NO,FEMALE,NO,NA,NA,NA,NA,NA
7,11,P2_UBI_female,P3_3xp_female,Female,2,NO,NO,NO,NA,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,13,P2_UBI_female,P3_3xp_female,Female,2,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,14,P2_UBI_female,P3_3xp_female,Female,2,NO,NO,FEMALE,NA,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,17,P2_UBI_female,P3_3xp_female,Female,2,NO,NO,NO,NA,FEMALE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,18,P2_UBI_female,P3_3xp_female,Female,2,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
